Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Trailer
Eric & Mary Ross Ultimedia Concert,9/12/2014,7:00 PM,9/12/2014,8:20 PM,False,http://cinema.cornell.edu/Fall2014/eric__mary_ross_ultimedi.html,,http://www.youtube.com/watch?v=WLK9tRujD0I
2001: A Space Odyssey,9/12/2014,10:00 PM,9/12/2014,12:19 PM,False,http://cinema.cornell.edu/Fall2014/2001_a_space_odyssey.html,,http://www.youtube.com/watch?v=N6ywMnbef6Y
The Epic of Everest,9/13/2014,7:15 PM,9/13/2014,8:40 PM,False,http://cinema.cornell.edu/Fall2014/epic_of_everest.html,,http://vimeo.com/78337635
The Fault in Our Stars,9/13/2014,9:15 PM,9/13/2014,11:21 PM,False,http://cinema.cornell.edu/Fall2014/fault_in_our_stars.html,,http://www.youtube.com/watch?v=9ItBvH5J6ss
2001: A Space Odyssey,9/14/2014,6:45 PM,9/14/2014,9:04 PM,False,http://cinema.cornell.edu/Fall2014/2001_a_space_odyssey.html,,http://www.youtube.com/watch?v=N6ywMnbef6Y
The Fault in Our Stars,9/14/2014,9:40 PM,9/14/2014,11:46 PM,False,http://cinema.cornell.edu/Fall2014/fault_in_our_stars.html,,http://www.youtube.com/watch?v=9ItBvH5J6ss
Projection Performance,9/17/2014,7:15 PM,9/17/2014,8:15 PM,False,http://cinema.cornell.edu/Fall2014/projection_performance.html,,http://www.youtube.com/watch?v=XrSCDz99KcI
Walking the Camino: Six Ways to Santiago,9/18/2014,7:15 PM,9/18/2014,8:39 PM,False,http://cinema.cornell.edu/Fall2014/walking_the_camino_six_w.html,,http://www.youtube.com/watch?v=pJDxD_UE4ZQ
22 Jump Street,9/18/2014,9:15 PM,9/18/2014,11:07 PM,False,http://cinema.cornell.edu/Fall2014/22_jump_street.html,,http://www.youtube.com/watch?v=qP755JkDxyM
Walking the Camino: Six Ways to Santiago,9/19/2014,7:30 PM,9/19/2014,8:54 PM,False,http://cinema.cornell.edu/Fall2014/walking_the_camino_six_w.html,,http://www.youtube.com/watch?v=pJDxD_UE4ZQ
2014 Sundance Film Festival Shorts on Tour,9/19/2014,9:30 PM,9/19/2014,11:04 PM,False,http://cinema.cornell.edu/Fall2014/2014_sundance_film_festi.html,,http://vimeo.com/92157672
2014 Sundance Film Festival Shorts on Tour,9/20/2014,7:30 PM,9/20/2014,9:04 PM,False,http://cinema.cornell.edu/Fall2014/2014_sundance_film_festi.html,,http://vimeo.com/92157672
22 Jump Street,9/20/2014,9:30 PM,9/20/2014,11:22 PM,False,http://cinema.cornell.edu/Fall2014/22_jump_street.html,,http://www.youtube.com/watch?v=qP755JkDxyM
2014 Sundance Film Festival Shorts on Tour,9/21/2014,7:00 PM,9/21/2014,8:34 PM,False,http://cinema.cornell.edu/Fall2014/2014_sundance_film_festi.html,,http://vimeo.com/92157672
22 Jump Street,9/21/2014,9:00 PM,9/21/2014,10:52 PM,False,http://cinema.cornell.edu/Fall2014/22_jump_street.html,,http://www.youtube.com/watch?v=qP755JkDxyM
Shaft,9/22/2014,7:15 PM,9/22/2014,8:55 PM,False,http://cinema.cornell.edu/Fall2014/shaft.html,,http://www.youtube.com/watch?v=T1ga1FgU10E
Elektro Moskva,9/24/2014,7:15 PM,9/24/2014,8:44 PM,False,http://cinema.cornell.edu/Fall2014/elektro_moskva.html,,http://www.youtube.com/watch?v=Ay3rhzJ143s
Gallipoli,9/25/2014,7:00 PM,9/25/2014,8:51 PM,False,http://cinema.cornell.edu/Fall2014/gallipoli.html,,http://www.youtube.com/watch?v=CT1JHKpSHXA
Mood Indigo,9/25/2014,9:45 PM,9/25/2014,11:56 PM,False,http://cinema.cornell.edu/Fall2014/mood_indigo.html,,http://www.youtube.com/watch?v=38ugyccL5zU
Mood Indigo,9/26/2014,7:00 PM,9/26/2014,9:11 PM,False,http://cinema.cornell.edu/Fall2014/mood_indigo.html,,http://www.youtube.com/watch?v=38ugyccL5zU
A Hard Day’s Night,9/26/2014,9:45 PM,9/26/2014,11:12 PM,False,http://cinema.cornell.edu/Fall2014/hard_days_night.html,,http://www.youtube.com/watch?v=TWbiVqlSMgc
A Hard Day’s Night,9/27/2014,7:15 PM,9/27/2014,8:42 PM,False,http://cinema.cornell.edu/Fall2014/hard_days_night.html,,http://www.youtube.com/watch?v=TWbiVqlSMgc
Gallipoli,9/28/2014,7:00 PM,9/28/2014,8:51 PM,False,http://cinema.cornell.edu/Fall2014/gallipoli.html,,http://www.youtube.com/watch?v=CT1JHKpSHXA
Mood Indigo,9/28/2014,9:30 PM,9/28/2014,11:41 PM,False,http://cinema.cornell.edu/Fall2014/mood_indigo.html,,http://www.youtube.com/watch?v=38ugyccL5zU
The Internet’s Own Boy: The Story of Aaron Swartz,10/1/2014,7:15 PM,10/1/2014,9:00 PM,False,http://cinema.cornell.edu/Fall2014/internets_own_boy_the_st.html,,http://www.youtube.com/watch?v=RvsxnOg0bJY
Ilo Ilo,10/2/2014,7:00 PM,10/2/2014,8:39 PM,False,http://cinema.cornell.edu/Fall2014/ilo_ilo.html,,http://www.youtube.com/watch?v=ISovsVvX8Bg
Robocop,10/2/2014,9:45 PM,10/2/2014,11:28 PM,False,http://cinema.cornell.edu/Fall2014/robocop.html,,http://www.youtube.com/watch?v=RwXSXY6EZvM
2014 Sundance Film Festival Animated Shorts on Tour,10/3/2014,7:30 PM,10/3/2014,9:00 PM,False,http://cinema.cornell.edu/Fall2014/2014_sundance_film_fANIM.html,,http://vimeo.com/104022220
Robocop,10/3/2014,9:30 PM,10/3/2014,11:13 PM,False,http://cinema.cornell.edu/Fall2014/robocop.html,,http://www.youtube.com/watch?v=RwXSXY6EZvM
"Burning Bush, Pt. 1",10/4/2014,7:00 PM,10/4/2014,10:51 PM,False,http://cinema.cornell.edu/Fall2014/burning_bush_pt_1.html,,http://www.youtube.com/watch?v=TDeXc5mxAXU
"Burning Bush, Pt. 2",10/4/2014,10:00 PM,10/4/2014,13:51 PM,False,http://cinema.cornell.edu/Fall2014/burning_bush_pt_1.html,,http://www.youtube.com/watch?v=TDeXc5mxAXU
"Burning Bush, Pt. 1",10/5/2014,4:30 PM,10/5/2014,8:21 PM,False,http://cinema.cornell.edu/Fall2014/burning_bush_pt_1.html,,http://www.youtube.com/watch?v=TDeXc5mxAXU
"Burning Bush, Pt. 2",10/5/2014,7:45 PM,10/5/2014,11:36 PM,False,http://cinema.cornell.edu/Fall2014/burning_bush_pt_1.html,,http://www.youtube.com/watch?v=TDeXc5mxAXU
2014 Sundance Film Festival Animated Shorts on Tour,10/5/2014,9:30 PM,10/5/2014,11:00 PM,False,http://cinema.cornell.edu/Fall2014/2014_sundance_film_anim.html,,http://vimeo.com/104022220
Superfly,10/6/2014,7:15 PM,10/6/2014,8:48 PM,False,http://cinema.cornell.edu/Fall2014/superfly.html,,http://www.youtube.com/watch?v=b3ufFI4-iU4
Black Caesar,10/6/2014,9:00 PM,10/6/2014,10:36 PM,False,http://cinema.cornell.edu/Fall2014/black_caesar.html,,http://www.youtube.com/watch?v=6btQc0B6w8E
Tarnation,10/7/2014,7:15 PM,10/7/2014,8:53 PM,False,http://cinema.cornell.edu/Fall2014/tarnation.html,,http://www.youtube.com/watch?v=mLDQL23nutw
Rocks in My Pockets,10/8/2014,7:15 PM,10/8/2014,8:43 PM,False,http://cinema.cornell.edu/Fall2014/rocks_in_my_pockets.html,,http://www.youtube.com/watch?v=gJcVnFripdc
Ai Weiwei: The Fake Case,10/9/2014,7:00 PM,10/9/2014,8:26 PM,False,http://cinema.cornell.edu/Fall2014/ai_weiwei_the_fake_case.html,,http://www.youtube.com/watch?v=lth2L8-Xhsw
Vinylmania,10/9/2014,9:15 PM,10/9/2014,10:30 PM,False,http://cinema.cornell.edu/Fall2014/vinylmania.html,,http://www.youtube.com/watch?v=MjYIEgWICMI
Rocks in My Pockets,10/10/2014,7:30 PM,10/10/2014,8:58 PM,False,http://cinema.cornell.edu/Fall2014/rocks_in_my_pockets.html,,http://www.youtube.com/watch?v=gJcVnFripdc
Vinylmania,10/10/2014,9:30 PM,10/10/2014,10:45 PM,False,http://cinema.cornell.edu/Fall2014/vinylmania.html,,http://www.youtube.com/watch?v=MjYIEgWICMI
Viola,10/15/2014,7:15 PM,10/15/2014,8:20 PM,False,http://cinema.cornell.edu/Fall2014/viola.html,,http://www.youtube.com/watch?v=55h79TJ6I8M
Northern Lights,10/16/2014,7:00 PM,10/16/2014,8:35 PM,False,http://cinema.cornell.edu/Fall2014/northern_lights.html,,http://www.youtube.com/watch?v=m5V2rI8pKK4
Ghost in the Shell,10/16/2014,9:15 PM,10/16/2014,10:42 PM,False,http://cinema.cornell.edu/Fall2014/ghost_in_the_shell.html,,https://www.youtube.com/watch?v=0j6wsGuzP2Q
Northern Lights,10/17/2014,7:15 PM,10/17/2014,8:50 PM,False,http://cinema.cornell.edu/Fall2014/northern_lights.html,,http://www.youtube.com/watch?v=m5V2rI8pKK4
Ghost in the Shell,10/17/2014,9:15 PM,10/17/2014,10:42 PM,False,http://cinema.cornell.edu/Fall2014/ghost_in_the_shell.html,,https://www.youtube.com/watch?v=0j6wsGuzP2Q
How to Train Your Dragon 2,10/18/2014,2:00 PM,10/18/2014,3:42 PM,False,http://cinema.cornell.edu/Fall2014/how_to_train_your_dragon.html,,http://www.youtube.com/watch?v=Z9a4PvzlqoQ
The Lego Movie,10/18/2014,7:15 PM,10/18/2014,8:55 PM,False,http://cinema.cornell.edu/Fall2014/lego_movie.html,,http://www.youtube.com/watch?v=fZ_JOBCLF-I
The Lego Movie,10/18/2014,9:30 PM,10/18/2014,11:10 PM,False,http://cinema.cornell.edu/Fall2014/lego_movie.html,,http://www.youtube.com/watch?v=fZ_JOBCLF-I
How to Train Your Dragon 2,10/19/2014,4:30 PM,10/19/2014,6:12 PM,False,http://cinema.cornell.edu/Fall2014/how_to_train_your_dragon.html,,http://www.youtube.com/watch?v=Z9a4PvzlqoQ
Ghost in the Shell,10/19/2014,7:15 PM,10/19/2014,8:42 PM,False,http://cinema.cornell.edu/Fall2014/ghost_in_the_shell.html,,https://www.youtube.com/watch?v=0j6wsGuzP2Q
Coffy,10/20/2014,7:15 PM,10/20/2014,8:46 PM,False,http://cinema.cornell.edu/Fall2014/coffy.html,,http://www.youtube.com/watch?v=tyj3T7fJcvI
Foxy Brown,10/20/2014,9:00 PM,10/20/2014,10:34 PM,False,http://cinema.cornell.edu/Fall2014/foxy_brown.html,,http://www.youtube.com/watch?v=eVDvu28O3WU
Othello,10/22/2014,7:15 PM,10/22/2014,8:45 PM,False,http://cinema.cornell.edu/Fall2014/othello.html,,http://www.youtube.com/watch?v=fCZ0obRJa08
Ida,10/23/2014,7:00 PM,10/23/2014,8:20 PM,False,http://cinema.cornell.edu/Fall2014/ida.html,,http://www.youtube.com/watch?v=oXhCaVqB0x0
Apocalypse Now Redux,10/23/2014,8:45 PM,10/23/2014,12:07 PM,False,http://cinema.cornell.edu/Fall2014/apocalypse_now_redux.html,,http://www.youtube.com/watch?v=CxENJ2LwecY
Jodie Mack: Let Your Light Shine,10/24/2014,7:15 PM,10/24/2014,8:30 PM,False,http://cinema.cornell.edu/Fall2014/jodie_mack_let_your_ligh.html,,http://vimeo.com/60982297
"20,000 Days on Earth",10/24/2014,9:45 PM,10/24/2014,11:22 PM,False,http://cinema.cornell.edu/Fall2014/20000_days_on_earth.html,,http://www.youtube.com/watch?v=WDlmnXBUoH0
Willy Wonka and the Chocolate Factory,10/25/2014,2:00 PM,10/25/2014,3:38 PM,False,http://cinema.cornell.edu/Fall2014/willy_wonka_and_the_choc.html,,http://www.youtube.com/watch?v=Twi3eVpDZD8
Ida,10/25/2014,7:15 PM,10/25/2014,8:35 PM,False,http://cinema.cornell.edu/Fall2014/ida.html,,http://www.youtube.com/watch?v=oXhCaVqB0x0
"20,000 Days on Earth",10/25/2014,9:00 PM,10/25/2014,10:37 PM,False,http://cinema.cornell.edu/Fall2014/20000_days_on_earth.html,,http://www.youtube.com/watch?v=WDlmnXBUoH0
Othello,10/26/2014,4:30 PM,10/26/2014,6:00 PM,False,http://cinema.cornell.edu/Fall2014/othello.html,,http://www.youtube.com/watch?v=fCZ0obRJa08
Apocalypse Now Redux,10/26/2014,7:00 PM,10/26/2014,10:22 PM,False,http://cinema.cornell.edu/Fall2014/apocalypse_now_redux.html,,http://www.youtube.com/watch?v=CxENJ2LwecY
Farmland,10/27/2014,7:15 PM,10/27/2014,8:32 PM,False,http://cinema.cornell.edu/Fall2014/farmland.html,,http://www.youtube.com/watch?v=Uu3BOK5yN5o
Cleopatra Jones,10/28/2014,7:15 PM,10/28/2014,8:44 PM,False,http://cinema.cornell.edu/Fall2014/cleopatra_jones.html,,http://www.youtube.com/watch?v=hCysk6XyziQ
The Deer Hunter,10/29/2014,7:15 PM,10/29/2014,10:18 PM,False,http://cinema.cornell.edu/Fall2014/deer_hunter.html,,http://www.youtube.com/watch?v=PgRUgWubgzw
The Cabinet of Dr. Caligari,10/30/2014,8:00 PM,10/30/2014,9:12 PM,False,http://cinema.cornell.edu/Fall2014/cabinet_of_dr_caligari.html,Sage Chapel Cornell,http://www.youtube.com/watch?v=gkPdvRontMc
The Night of Fools,11/3/2014,7:15 PM,11/3/2014,8:15 PM,False,http://cinema.cornell.edu/Fall2014/night_of_fools.html,,http://www.youtube.com/watch?v=kk4i0Prkg_U
The Normal Heart,11/4/2014,7:15 PM,11/4/2014,9:27 PM,False,http://cinema.cornell.edu/Fall2014/normal_heart.html,,http://www.youtube.com/watch?v=fZxR9XHS0H8
Enter the Dragon,11/5/2014,7:15 PM,11/5/2014,8:53 PM,False,http://cinema.cornell.edu/Fall2014/enter_the_dragon.html,,http://www.youtube.com/watch?v=jLtADOd1sRU
Suitcase of Love and Shame,11/6/2014,7:15 PM,11/6/2014,8:25 PM,False,http://cinema.cornell.edu/Fall2014/suitcase_of_love_and_sha.html,,http://www.youtube.com/watch?v=a05tHiW-FWk
Snowpiercer,11/6/2014,9:30 PM,11/6/2014,11:36 PM,False,http://cinema.cornell.edu/Fall2014/snowpiercer.html,,http://www.youtube.com/watch?v=nX5PwfEMBM0
Metropolis,11/7/2014,7:15 PM,11/7/2014,9:42 PM,False,http://cinema.cornell.edu/Fall2014/metropolis.html,,http://www.youtube.com/watch?v=LiKLVVHxujo
The Lost World,11/8/2014,2:00 PM,11/8/2014,3:48 PM,False,http://cinema.cornell.edu/Fall2014/lost_world.html,,http://vimeo.com/97611053
The Son of the Sheik,11/8/2014,7:15 PM,11/8/2014,8:23 PM,False,http://cinema.cornell.edu/Fall2014/son_of_the_sheik.html,,http://www.youtube.com/watch?v=kmLIOYBBKTI&index=11&list=PLdbw39GuKxNLOz-P5BzzDOLfO6rRa_4mz
Snowpiercer,11/8/2014,9:45 PM,11/8/2014,11:51 PM,False,http://cinema.cornell.edu/Fall2014/snowpiercer.html,,http://www.youtube.com/watch?v=nX5PwfEMBM0
Metropolis,11/9/2014,4:00 PM,11/9/2014,6:27 PM,False,http://cinema.cornell.edu/Fall2014/metropolis.html,,http://www.youtube.com/watch?v=LiKLVVHxujo
Snowpiercer,11/9/2014,7:15 PM,11/9/2014,9:21 PM,False,http://cinema.cornell.edu/Fall2014/snowpiercer.html,,http://www.youtube.com/watch?v=nX5PwfEMBM0
Claudine,11/10/2014,7:15 PM,11/10/2014,8:47 PM,False,http://cinema.cornell.edu/Fall2014/claudine.html,,http://www.youtube.com/watch?v=UP-v7kxrwdE
Hoax Canular,11/11/2014,7:15 PM,11/11/2014,8:45 PM,False,http://cinema.cornell.edu/Fall2014/hoax_canular.html,,
Magical Universe,11/12/2014,7:15 PM,11/12/2014,8:35 PM,False,http://cinema.cornell.edu/Fall2014/magical_universe.html,,http://vimeo.com/60837391
Dumb and Dumber To (Sneak Preview),11/12/2014,9:30 PM,11/12/2014,11:20 PM,False,http://cinema.cornell.edu/Fall2014/dumb_and_dumber_to.html,,http://www.youtube.com/watch?v=dmNddThxi4c
Robot & Frank,11/13/2014,7:15 PM,11/13/2014,8:44 PM,False,http://cinema.cornell.edu/Fall2014/robot__frank.html,,http://www.youtube.com/watch?v=q4y8YAMPFhk
Witchfinder General,11/13/2014,9:30 PM,11/13/2014,10:58 PM,False,http://cinema.cornell.edu/Fall2014/witchfinder_general.html,,http://www.youtube.com/watch?v=98gzk6VSzfU
Haxan: Witchcraft Through the Ages,11/14/2014,7:00 PM,11/14/2014,8:44 PM,False,http://cinema.cornell.edu/Fall2014/haxan_witchcraft_through.html,Sage Chapel Cornell,http://www.youtube.com/watch?v=qYTv7mIBfdY
Cold in July,11/14/2014,9:45 PM,11/14/2014,11:27 PM,False,http://cinema.cornell.edu/Fall2014/cold_in_july.html,,http://www.youtube.com/watch?v=UO63ccU6ce0
See the World with Animated Shorts!,11/15/2014,2:00 PM,11/15/2014,2:58 PM,False,http://cinema.cornell.edu/Fall2014/see_the_world_with_anima.html,,
Black Sunday,11/15/2014,5:00 PM,11/15/2014,6:27 PM,False,http://cinema.cornell.edu/Fall2014/black_sunday.html,,http://www.youtube.com/watch?v=1Q5nV12AgVc
The Wicker Man,11/15/2014,7:00 PM,11/15/2014,8:27 PM,False,http://cinema.cornell.edu/Fall2014/wicker_man.html,,http://www.youtube.com/watch?v=21gb49H-Uo4
The Exorcist,11/15/2014,9:00 PM,11/15/2014,11:12 PM,False,http://cinema.cornell.edu/Fall2014/exorcist.html,,http://www.youtube.com/watch?v=YDGw1MTEe9k
White Zombie,11/16/2014,2:00 PM,11/16/2014,3:07 PM,False,http://cinema.cornell.edu/Fall2014/white_zombie.html,,http://www.youtube.com/watch?v=lOzgz1Ddmz8
We Are What We Are (Somos lo que hay),11/16/2014,4:30 PM,11/16/2014,6:00 PM,False,http://cinema.cornell.edu/Fall2014/we_are_what_we_are_somos.html,,http://www.youtube.com/watch?v=nQ4-UOB3Y-U
We Are What We Are,11/16/2014,7:00 PM,11/16/2014,8:45 PM,False,http://cinema.cornell.edu/Fall2014/we_are_what_we_are.html,,http://www.youtube.com/watch?v=KXKogr0O-Zc
Car Wash,11/17/2014,7:15 PM,11/17/2014,8:52 PM,False,http://cinema.cornell.edu/Fall2014/car_wash.html,,http://www.youtube.com/watch?v=xTwrrDANnoU
Breaking the Frame,11/19/2014,7:15 PM,11/19/2014,8:55 PM,False,http://cinema.cornell.edu/Fall2014/breaking_the_frame.html,,http://vimeo.com/61326366
Tracks,11/20/2014,7:00 PM,11/19/2014,8:52 PM,False,http://cinema.cornell.edu/Fall2014/tracks.html,,http://www.youtube.com/watch?v=TJCKokHl8JU
Black Dynamite,12/1/2014,7:15 PM,12/1/2014,8:45 PM,False,http://cinema.cornell.edu/Fall2014/black_dynamite.html,,http://www.youtube.com/watch?v=96Y24a0cyCE
"Police, Adjective",12/2/2014,7:00 PM,12/2/2014,8:45 PM,False,http://cinema.cornell.edu/Fall2014/police_adjective.html,,http://vimeo.com/10824960
Frank,12/3/2014,7:15 PM,12/3/2014,8:50 PM,False,http://cinema.cornell.edu/Fall2014/frank.html,,http://www.youtube.com/watch?v=-catC4tBVyY
Frank,12/4/2014,7:15 PM,12/4/2014,8:50 PM,False,http://cinema.cornell.edu/Fall2014/frank.html,,http://www.youtube.com/watch?v=-catC4tBVyY
Guardians of the Galaxy,12/4/2014,9:30 PM,12/4/2014,11:31 PM,False,http://cinema.cornell.edu/Fall2014/guardians_of_the_galaxy.html,,http://www.youtube.com/watch?v=2LIQ2-PZBC8&list=UUvC4D8onUfXzvjTOM-dBfEA
Willy Wonka and the Chocolate Factory / Soiree,12/5/2014,8:00 PM,12/5/2014,10:53 PM,False,http://cinema.cornell.edu/Fall2014/willy_wonka_and_the_choc2.html,,http://www.youtube.com/watch?v=Twi3eVpDZD8
Ernest & Celestine,12/6/2014,2:00 PM,12/6/2014,3:20 PM,False,http://cinema.cornell.edu/Fall2014/ernest__celestine.html,,http://www.youtube.com/watch?v=PyU-mSUOnSs
Guardians of the Galaxy,12/6/2014,7:00 PM,12/6/2014,9:01 PM,False,http://cinema.cornell.edu/Fall2014/guardians_of_the_galaxy.html,,http://www.youtube.com/watch?v=2LIQ2-PZBC8&list=UUvC4D8onUfXzvjTOM-dBfEA
Frank,12/6/2014,9:30 PM,12/6/2014,11:05 PM,False,http://cinema.cornell.edu/Fall2014/frank.html,,http://www.youtube.com/watch?v=-catC4tBVyY
Ernest & Celestine,12/7/2014,4:30 PM,12/7/2014,5:50 PM,False,http://cinema.cornell.edu/Fall2014/ernest__celestine.html,,http://www.youtube.com/watch?v=PyU-mSUOnSs
Guardians of the Galaxy,12/7/2014,7:00 PM,12/7/2014,9:01 PM,False,http://cinema.cornell.edu/Fall2014/guardians_of_the_galaxy.html,,http://www.youtube.com/watch?v=2LIQ2-PZBC8&list=UUvC4D8onUfXzvjTOM-dBfEA
Guardians of the Galaxy,12/8/2014,9:00 PM,12/8/2014,11:01 PM,False,http://cinema.cornell.edu/Fall2014/guardians_of_the_galaxy.html,,http://www.youtube.com/watch?v=2LIQ2-PZBC8&list=UUvC4D8onUfXzvjTOM-dBfEA
Space Jam,12/9/2014,8:00 PM,12/9/2014,9:28 PM,False,http://cinema.cornell.edu/Fall2014/space_jam.html,,http://www.youtube.com/watch?v=wYbXWzef1RM
The Grand Budapest Hotel,12/10/2014,7:15 PM,12/10/2014,8:55 PM,False,http://cinema.cornell.edu/Fall2014/grand_budapest_hotel2.html,,http://www.youtube.com/watch?v=1Fg5iWmQjwk
Pitch Perfect,12/11/2014,7:15 PM,12/11/2014,9:07 PM,False,http://cinema.cornell.edu/Fall2014/pitch_perfect.html,,http://www.youtube.com/watch?v=PyU-mSUOnSs
